Name,GB%,GB SQ%,FB%,FB SQ%
Christopher Morel,0.31952662721893493,0.5925925925925926,0.6804733727810651,0.6782608695652174
Junior Caminero,0.4462809917355372,0.5509259259259259,0.5537190082644629,0.5932835820895522
Brandon Lowe,0.3370165745856354,0.5983606557377049,0.6629834254143646,0.7166666666666667
Donovan Solano,0.4375,0.7678571428571429,0.5625,0.8194444444444444
Miles Mastrobuoni,0.453125,0.6896551724137931,0.546875,0.8
Nathan Lukes,0.44011976047904194,0.7891156462585034,0.5598802395209581,0.7005347593582888
Dillon Dingler,0.3098159509202454,0.5742574257425742,0.6901840490797546,0.7111111111111111
Brett Baty,0.4912891986062718,0.6028368794326241,0.5087108013937283,0.6506849315068494
Ezequiel Tovar,0.2936802973977695,0.569620253164557,0.7063197026022305,0.6263157894736842
Nick Martini,0.3855421686746988,0.65625,0.6144578313253012,0.6078431372549019
Luis Urias,0.4,0.6224489795918368,0.6,0.7142857142857143
Curtis Mead,0.3333333333333333,0.6101694915254238,0.6666666666666666,0.5932203389830508
Jose Caballero,0.35135135135135137,0.6923076923076923,0.6486486486486487,0.6736111111111112
Kameron Misner,0.3816793893129771,0.48,0.6183206106870229,0.6419753086419753
Brenton Doyle,0.421195652173913,0.6451612903225806,0.5788043478260869,0.7230046948356808
Jonathan Aranda,0.311787072243346,0.7926829268292683,0.688212927756654,0.7624309392265194
Jackson Chourio,0.4,0.5862068965517241,0.6,0.685823754789272
Jung Hoo Lee,0.4056795131845842,0.71,0.5943204868154158,0.726962457337884
Eric Wagaman,0.4,0.6513157894736842,0.6,0.6447368421052632
Edmundo Sosa,0.418848167539267,0.55,0.581151832460733,0.7207207207207207
Mauricio Dubon,0.37462235649546827,0.5887096774193549,0.6253776435045317,0.6038647342995169
Brandon Marsh,0.36363636363636365,0.67,0.6363636363636364,0.7657142857142857
Casey Schmitt,0.27896995708154504,0.5384615384615384,0.721030042918455,0.7261904761904762
Christian Vazquez,0.34394904458598724,0.6666666666666666,0.6560509554140127,0.6990291262135923
Javier Sanoja,0.43884892086330934,0.8032786885245902,0.5611510791366906,0.6987179487179487
Zach Dezenzo,0.3114754098360656,0.5789473684210527,0.6885245901639344,0.5952380952380952
Ezequiel Duran,0.3684210526315789,0.6785714285714286,0.631578947368421,0.5625
Santiago Espinal,0.39552238805970147,0.7169811320754716,0.6044776119402985,0.691358024691358
Luis Matos,0.410958904109589,0.6,0.589041095890411,0.6395348837209303
Victor Caratini,0.38596491228070173,0.5818181818181818,0.6140350877192983,0.7257142857142858
Danny Jansen,0.24390243902439024,0.62,0.7560975609756098,0.7225806451612903
Amed Rosario,0.4503311258278146,0.6617647058823529,0.5496688741721855,0.6867469879518072
Jack Suwinski,0.3118279569892473,0.3793103448275862,0.6881720430107527,0.640625
Brooks Baldwin,0.37727272727272726,0.6867469879518072,0.6227272727272727,0.7883211678832117
Mickey Gasper,0.36363636363636365,0.7142857142857143,0.6363636363636364,0.6326530612244898
Matt Thaiss,0.3783783783783784,0.5952380952380952,0.6216216216216216,0.6231884057971014
Michael Toglia,0.2947976878612717,0.5098039215686274,0.7052023121387283,0.6967213114754098
Jared Triolo,0.3667953667953668,0.6526315789473685,0.6332046332046332,0.6707317073170732
Davis Schneider,0.2713178294573643,0.5142857142857142,0.7286821705426356,0.776595744680851
Kody Clemens,0.3178294573643411,0.5487804878048781,0.6821705426356589,0.8011363636363636
Riley Adams,0.45394736842105265,0.5362318840579711,0.5460526315789473,0.5662650602409639
Nolan Jones,0.3770491803278688,0.6630434782608695,0.6229508196721312,0.743421052631579
Daniel Schneemann,0.4122137404580153,0.5462962962962963,0.5877862595419847,0.7857142857142857
Gary Sanchez,0.375,0.7083333333333334,0.625,0.775
Heston Kjerstad,0.35714285714285715,0.65,0.6428571428571429,0.7777777777777778
Carlos Narvaez,0.4222972972972973,0.72,0.5777027027027027,0.7602339181286549
Paul DeJong,0.21428571428571427,0.4074074074074074,0.7857142857142857,0.6565656565656566
J.C. Escarra,0.4444444444444444,0.78125,0.5555555555555556,0.7
David Hamilton,0.37593984962406013,0.62,0.6240601503759399,0.6024096385542169
Jake Bauers,0.3225806451612903,0.575,0.6774193548387096,0.6547619047619048
Jose Tena,0.5398230088495575,0.7377049180327869,0.46017699115044247,0.7884615384615384
